"Nama","Alamat","Telepon","Kategori_ID","Kategori_EN","Nomor_Keputusan","Tanggal_Keputusan","Nama_Produk","Tempat_Perizinan","Tanggal_Operasional","Keterangan_ID","Keterangan_EN","Lampiran","Status","Tipe","Barcode","Email","Website"
"PT Astra Digital Arta","Menara FIF Lt. 5, Jl. TB. Simatupang Kav. 15, Kel. Lebak Bulus Kec. Cilandak, Jakarta Selatan","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/559/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Layanan Remitansi","Account Issuance Services, Remittance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Permata, Tbk","Permata Bank Tower 3, Jl. MH. Thamrin Blok B1 No. 1, Pusat Kawasan Niaga Bintaro Jaya Sektor VII, Tangerang 15224","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/624/DKSP/Srt/B","07/01/2021","BBM Money","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank OCBC NISP, Tbk","OCBC NISP Tower Jl. Prof. Dr. Satrio Kav. 25, Jakarta 12940","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/620/DKSP/Srt/B","07/01/2021","One Wallet","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank QNB Indonesia, Tbk (d/h PT Bank Kesawan)","QNB Tower, 18 Parc SCBD, Jl. Jend. Sudirman Kav.52-53, Jakarta Pusat","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/625/DKSP/Srt/B","07/01/2021","Dooet","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Raya Indonesia. Tbk (d/h PT Bank Rakyat Indonesia Agroniaga, Tbk)","Gedung BRI AGRO, Jl. Warung Jati Barat No. 139","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/627/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Sahabat Sampoerna","Sampoerna Strategic Square North Tower, Mezzanine Floor, Jl. Jend. Sudirman Kav. 45, Jakarta 12930","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/628/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Rakyat Indonesia (Persero), Tbk","Jl. Jend. Sudirman No. 44-46, Jakarta 10210","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/626/DKSP/Srt/B","07/01/2021","Tbank, BRIZZI","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Shinhan Indonesia (d/h PT Centratama Nasional Bank)","International Finacial Center 2 lt. 30, Jl. Jend. Sudirman Kav. 22-23, Jakarta Selatan","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/705/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Sinarmas, Tbk","Sinarmas Land Plaza, Jl. MH. Thamrin No. 51,Tower 1, 8th FloorJakarta 10350","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/706/DKSP/Srt/B","07/01/2021","Simas E-Money","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Mestika Dharma","Mestika Building, Jl. H. Zainul Arifin No. 118, Medan 20153","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/613/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank MNC Internasional, Tbk (d/h PT Bank ICB Bumiputera)","Gedung MNC Financial Center Lt. 6,7,8, Jl. Kebon Sirih Raya No. 27, Jakarta Pusat 10340","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/614/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Muamalat Indonesia, Tbk","Muamalat Tower, Jl. Prof. Dr. Satrio Kav. 18, Jakarta 12950","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/615/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Multiarta Sentosa","Graha Bank MAS Jl. Setiabudi Selatan Kav. 10 Jakarta 12920","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/616/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Nationalnobu, Tbk","Nobu Center, Plaza Semanggi, Jl. Jend. Sudirman Kav 50, Jakarta 12930","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/617/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Negara Indonesia 1946 (Persero), Tbk","Wisma 46-Kota BNI, Jl. Jend. Sudirman Kav.1 Jakarta 10220","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/618/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Negara Indonesia Syariah","Gedung Tempo Pavilion I Lantai 3,  Jalan HR Rasuna Said Kavling 11, Jakarta 12950","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","21/216/DKSP/Srt/B","07/01/2021","Hasanahku","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Izin Dicabut","","","",""
"PT Bank Neo Commerce, Tbk (d/h PT Bank Yudha Bhakti, Tbk)","Gedung Gozco, Jl. Raya Pasar Minggu Kav. 32, Pancoran, Jakarta Selatan 12780","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/619/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank of China (Hongkong) Limited Cabang Jakarta","Tamara Centre Suite 101,102,201 & 1101, Jl. Jend. Sudirman Kav. 24, Jakarta Selatan 12920","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/597/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank of India (d/h PT Bank Swadesi)","Jl. H. Samanhudi No.37 Jakarta 10710","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/621/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Oke Indonesia, Tbk (d/h PT Bank Dinar Indonesia, Tbk)","Jl. Ir. H. Juanda No. 12, Jakarta 10120","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/622/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Panin Dubai Syariah (d/h PT Bank Panin Syariah)","Gedung Panin Life Center Lt. 3, Jl. Letjend S. Parman Kav. 91, Jakarta Barat 11420","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/623/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Syariah Bukopin","Gd. Bank Syariah Bukopin Jl. Salemba Raya 55 Jakarta Pusat","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/707/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Syariah Indonesia ","Gedung BRI Syariah Lt.2, Jl. Abdul Muis No. 2-4, Jakarta Pusat","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/708/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Syariah Mandiri","Wisma Mandiri, Jl. MH. Thamrin No. 5, Jakarta 10340","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","11/499/DASP","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Izin Dicabut","","","",""
"PT Bank Tabungan Negara (Persero), Tbk","Menara Bank BTN, Jl. Gajah Mada No.1, Jakarta Pusat 10130","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/709/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Victoria Internasional","Gedung Graha BIP Lt. 10, Jl. Gatot Subroto Kav. 23, Karet Semanggi, Setiabudi, Jakarta Selatan 12930","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/711/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Victoria Syariah","Gedung The Victoria, Lt. 2 dan 3, Jl. Tomang Raya No. 35-37, Jakarta Barat 11440","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/712/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Woori Saudara Indonesia 1906, Tbk (d/h PT Bank Himpunan Saudara 1906, Tbk merger dengan PT B","Gedung Bank Woori Saudara Jl. Diponegoro No. 28, Bandung 40115","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/713/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank UOB Indonesia, Tbk (d/h PT Bank UOB Buana)","UOB Plaza, Jl. MH. Thamrin No. 10, Jakarta 10230","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/710/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Amar indonesia","Jl. Basuki Rahmat No. 109, Surabaya 60271","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/601/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Aceh Syariah (d/h PT Bank Aceh)","Jl. Mr. Mohd. Hasan No. 89, Batoh, Banda Aceh","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/600/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank BPD Riau","Menara Dang Merdu Bank Riau Kepri, Jl. Jend. Sudirman No. 462, Pekanbaru 28166","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/635/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank BTPN Syariah, Tbk (d/h PT BTPN Syariah)","Menara BTPN Lt.12 CBD Mega Kuningan, Jl. Dr. Ide Anak Agung Gde Agung Kav.5.5-5.6, Jakarta Selatan","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/604/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Bumi Artha, Tbk","Jl. KH. Wahid Hasyim No. 234 Lt. 1-2, Jakarta 10250","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/682/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Capital Indonesia, Tbk","Gedung Menara Jamsostek Lt. 1 dan 6, Jl. Gatot Subroto No. 38, Jakarta Selatan 12710","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/683/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Central Asia Syariah","Jl. Jatinegara Timur 72 Jakarta 13310","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/603/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Central Asia, Tbk","Menara BCA, Grand Indonesia, Jl. MH. Thamrin No. 1, Jakarta 10310","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/684/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Artha Graha Internasional, Tbk","Gedung Graha Niaga, Kawasan Niaga Terpadu (SCBD),  Jl. Jend. Sudirman Kav.52-53, Jakarta 12190 ","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/602/DKSP/Srt/B","07/01/2021","BAGI","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank China Construction Bank Indonesia, Tbk (d/h PT Bank Windu Kentjana International)","Gedung Perkantoran Sahid Sudirman Center Lt.15, Jl. Jend. Sudirman Kav.86, Jakarta Pusat 10220","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/685/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank CIMB Niaga, Tbk","Graha Niaga/Niaga Tower, Jl. Jend. Sudirman Kav. 58, Jakarta 12190","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/686/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Commonwealth","Treasury Tower Lantai 65 Lot. 28, SCBD, Jl. Jend. Sudirman Kav.52-54, Jakarta 12190","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/687/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Danamon Indonesia, Tbk (merger dengan PT Bank Nusantara Parahyangan) ","Menara Danamon, Jl. HR. Rasuna Said, Kav. C. 10, Jakarta 12940","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/689/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
"PT Bank DBS Indonesia","DBS Bank Tower, 33rd- 37 Fl. Ciputra World 1, Jl. Prof. Dr. Satrio Kav 3-5 Jakarta 12940, Indonesia","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/690/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank Digital BCA (d/h PT Bank Royal Indonesia)","Jl. Suryopranoto No. 52, Jakarta 10310","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/691/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana","Account Issuance Services","","Berizin (Telah Operasional)","","","",""
"PT Bank DKI","Gedung Prasada Sasana Karya, Jl. Suryopranoto No. 8 Jakarta Pusat 10130","","Penyedia Jasa Pembayaran - Kategori Izin 1","Payment Service Provider - License Category I","23/721/DKSP/Srt/B","07/01/2021","","Departemen Kebijakan Sistem Pembayaran","07/01/2021","Penatausahaan Sumber Dana, Payment Initiation dan/atau Acquiring Services","Account Issuance Services, Payment Initiation and/or Acquiring Services","","Berizin (Telah Operasional)","","","",""
